"BehaviorSpace results (NetLogo 6.0.4)"
"evo_coop_periodic_rainfall_v3.nlogo"
"final_sims"
"06/30/2021 14:40:07:726 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","90","0","90"
"[run number]","show-energy?","average-drought","logistic-growth-rate","gap-width","minimum-plant-number","initial-population","average-rain","energy-transfer-cooperator","energy-transfer-non-cooperator","P","patch-width","[step]","mean cooperator-list","mean noncooperator-list","mean cooperator-lifespan-list","mean noncooperator-lifespan-list","mean cooperator-greentile-list","mean cooperator-blacktile-list","mean noncooperator-greentile-list","mean noncooperator-blacktile-list","mean patchHop-cooperators","mean patchHop-noncooperators"
"4624","false","3","0.4","2","500","40","1","0.3","1","0.8","2","500","2.012","13.008","46.72727272727273","252.25806451612902","23.954545454545453","22.772727272727273","131.2258064516129","121.03225806451613","13.227272727272727","84.97849462365592"
"4634","false","3","0.4","2","500","40","1","0.3","1","0.8","4","500","2.144","17.118","49.72727272727273","249.7945205479452","36.45454545454545","13.272727272727273","181.87671232876713","67.91780821917808","9.227272727272727","54.12328767123287"
"4638","false","3","0.4","2","500","40","1","0.3","1","0.8","4","500","2.038","17.726","50.476190476190474","219.78343949044586","34.61904761904762","15.857142857142858","167.20382165605096","52.5796178343949","9.523809523809524","46.68789808917197"
"4630","false","3","0.4","2","500","40","1","0.3","1","0.8","2","500","2.186","12.702","46.541666666666664","239.15384615384616","26.25","20.291666666666668","127.75824175824175","111.3956043956044","13.708333333333334","82.03296703296704"
"4650","false","3","0.4","2","500","40","1","0.3","1","0.8","6","149","6.52","16.446666666666665","41.75","61.509803921568626","31.083333333333332","10.666666666666666","47.11764705882353","14.392156862745098","6.666666666666667","10.705882352941176"
"4637","false","3","0.4","2","500","40","1","0.3","1","0.8","4","500","1.766","17.162","48.05263157894737","242.94117647058823","30.36842105263158","17.68421052631579","176.58823529411765","66.3529411764706","10.894736842105264","51.694117647058825"
"4642","false","3","0.4","2","500","40","1","0.3","1","0.8","6","453","2.3215859030837005","18.363436123348016","52.714285714285715","239.53086419753086","38.857142857142854","13.857142857142858","195.67283950617283","43.858024691358025","9.285714285714286","39.22222222222222"
"4639","false","3","0.4","2","500","40","1","0.3","1","0.8","4","500","2.016","18.676","47.68181818181818","213.09333333333333","31.636363636363637","16.045454545454547","154.76","58.333333333333336","10.090909090909092","43.43333333333333"
"4644","false","3","0.4","2","500","40","1","0.3","1","0.8","6","500","1.444","18.06","39.94736842105263","201.91573033707866","30.210526315789473","9.736842105263158","162.29775280898878","39.61797752808989","7.2631578947368425","29.668539325842698"
"4640","false","3","0.4","2","500","40","1","0.3","1","0.8","4","500","1.518","18.366","43.166666666666664","219.5207100591716","29.27777777777778","13.88888888888889","157.98816568047337","61.532544378698226","8.5","50.84023668639053"
"4645","false","3","0.4","2","500","40","1","0.3","1","0.8","6","500","1.88","17.54","43.72727272727273","216.85185185185185","31.454545454545453","12.272727272727273","174.11111111111111","42.74074074074074","8.454545454545455","27.80246913580247"
"4646","false","3","0.4","2","500","40","1","0.3","1","0.8","6","500","1.672","18.89","42.8","225.4808743169399","30.35","12.45","185","40.48087431693989","7.9","38.63934426229508"
"4647","false","3","0.4","2","500","40","1","0.3","1","0.8","6","500","1.826","18.07","43.77272727272727","224.27848101265823","33.90909090909091","9.863636363636363","173.03164556962025","51.24683544303797","6.409090909090909","35.70253164556962"
"4671","false","3","0.4","2","500","40","1","0.3","1","1","6","81","10.71951219512195","28.01219512195122","47.26315789473684","53.46153846153846","34.73684210526316","12.526315789473685","38.61538461538461","14.846153846153847","6.684210526315789","9.365384615384615"
"4672","false","3","0.4","2","500","40","1","0.3","1","1","6","84","7.670588235294118","27.88235294117647","39.35294117647059","48.67796610169491","27.764705882352942","11.588235294117647","36.03389830508475","12.64406779661017","6.705882352941177","8.016949152542374"
"4674","false","3","0.4","2","500","40","1","0.3","1","1","6","79","9.425","29.0375","37.04761904761905","53.92727272727273","26.904761904761905","10.142857142857142","40.03636363636364","13.89090909090909","6.619047619047619","9.272727272727273"
"4651","false","3","0.4","2","500","40","1","0.3","1","1","2","500","1.674","14.88","35.875","242.55140186915887","20.791666666666668","15.083333333333334","132.49532710280374","110.05607476635514","12.375","81.04672897196262"
"4661","false","3","0.4","2","500","40","1","0.3","1","1","4","500","2.064","18.42","45.869565217391305","217.71612903225807","30.782608695652176","15.08695652173913","157.0193548387097","60.696774193548386","9.565217391304348","50.16774193548387"
"4652","false","3","0.4","2","500","40","1","0.3","1","1","2","500","2.3","13.914","53.27272727272727","249.2906976744186","28.363636363636363","24.90909090909091","129.27906976744185","120.01162790697674","16.454545454545453","82.18604651162791"
"4664","false","3","0.4","2","500","40","1","0.3","1","1","4","500","1.362","17.866","34.80952380952381","242.92397660818713","25.428571428571427","9.380952380952381","182.16959064327486","60.75438596491228","7.523809523809524","58.111111111111114"
"4654","false","3","0.4","2","500","40","1","0.3","1","1","2","500","3.438","13.178","69.76","263.3263157894737","39.04","30.72","152.69473684210527","110.63157894736842","22.32","87.84210526315789"
"4662","false","3","0.4","2","500","40","1","0.3","1","1","4","500","1.064","19.378","33.1764705882353","224.23837209302326","22.529411764705884","10.647058823529411","161.47674418604652","62.76162790697674","7.647058823529412","50.51744186046512"
"4666","false","3","0.4","2","500","40","1","0.3","1","1","4","500","1.892","17.716","44","231.53293413173654","29","15","169.79640718562874","61.73652694610779","9.227272727272727","47.49101796407186"
"4663","false","3","0.4","2","500","40","1","0.3","1","1","4","500","1.198","18.504","39.5","221.28901734104045","26.25","13.25","172.66473988439307","48.6242774566474","8.1875","42.24277456647399"
"4653","false","3","0.4","2","500","40","1","0.3","1","1","2","500","1.824","13.63","40.65217391304348","263.63157894736844","23.782608695652176","16.869565217391305","136.25263157894736","127.37894736842105","13.043478260869565","85.58947368421053"
"4658","false","3","0.4","2","500","40","1","0.3","1","1","2","500","1.716","14.686","51.470588235294116","225.7981651376147","25","26.470588235294116","122.3302752293578","103.46788990825688","17.058823529411764","76.63302752293578"
"4657","false","3","0.4","2","500","40","1","0.3","1","1","2","500","3.224","14.558","68.16666666666667","248.72115384615384","41.583333333333336","26.583333333333332","146.1153846153846","102.60576923076923","22.583333333333332","80.72115384615384"
"4656","false","3","0.4","2","500","40","1","0.3","1","1","2","500","1.914","13.28","54.166666666666664","221.55670103092783","26.77777777777778","27.38888888888889","121.52577319587628","100.03092783505154","16.166666666666668","71.6701030927835"
"4667","false","3","0.4","2","500","40","1","0.3","1","1","4","500","1.074","18.054","39.357142857142854","225.7171052631579","26.5","12.857142857142858","159.4078947368421","66.3092105263158","8.785714285714286","47.93421052631579"
"4665","false","3","0.4","2","500","40","1","0.3","1","1","4","500","1.366","19.734","46.53333333333333","221.6042780748663","30.266666666666666","16.266666666666666","163.09625668449198","58.50802139037433","11.666666666666666","45.81283422459893"
"4668","false","3","0.4","2","500","40","1","0.3","1","1","4","500","1.718","18.214","43.95","214.52469135802468","29.65","14.3","159.3827160493827","55.141975308641975","10.35","47.148148148148145"
"4655","false","3","0.4","2","500","40","1","0.3","1","1","2","500","2.708","13.686","65.47619047619048","238.22680412371133","41","24.476190476190474","138.37113402061857","99.85567010309278","19.333333333333332","80.35051546391753"
"4659","false","3","0.4","2","500","40","1","0.3","1","1","2","500","1.576","14.716","47.35294117647059","236.9298245614035","26.294117647058822","21.058823529411764","128.96491228070175","107.96491228070175","14.470588235294118","86.83333333333333"
"4660","false","3","0.4","2","500","40","1","0.3","1","1","2","500","2.998","14.544","58.65384615384615","241.625","33.76923076923077","24.884615384615383","122.95833333333333","118.66666666666667","18.23076923076923","79.69791666666667"
"4677","false","3","0.4","2","500","40","1","0.3","1","1","6","91","9.630434782608695","25.630434782608695","39.52173913043478","57.3469387755102","26.565217391304348","12.956521739130435","41.38775510204081","15.959183673469388","7.739130434782608","9.959183673469388"
"4669","false","3","0.4","2","500","40","1","0.3","1","1","4","500","1.246","19","37.64705882352941","236.69398907103826","24.88235294117647","12.764705882352942","184.6120218579235","52.08196721311475","8.470588235294118","48.56284153005465"
"4678","false","3","0.4","2","500","40","1","0.3","1","1","6","84","8.035294117647059","28.63529411764706","38.94444444444444","52.1551724137931","27.77777777777778","11.166666666666666","39.60344827586207","12.551724137931034","7.5","8.482758620689655"
"4670","false","3","0.4","2","500","40","1","0.3","1","1","4","500","1.788","17.92","41.63636363636363","247.1556886227545","29.545454545454547","12.090909090909092","182.5568862275449","64.59880239520957","8.318181818181818","49.952095808383234"
"4673","false","3","0.4","2","500","40","1","0.3","1","1","6","500","1.916","18.832","42.65217391304348","237.09146341463415","30.82608695652174","11.826086956521738","191.890243902439","45.201219512195124","7.608695652173913","34.670731707317074"
"4675","false","3","0.4","2","500","40","1","0.3","1","1","6","500","1.076","19.686","42.38461538461539","207.40740740740742","29.307692307692307","13.076923076923077","174.11640211640213","33.29100529100529","8.153846153846153","31.95767195767196"
"4676","false","3","0.4","2","500","40","1","0.3","1","1","6","500","1.506","20.022","41.1578947368421","236.12972972972972","30.210526315789473","10.947368421052632","194.64324324324323","41.486486486486484","7.842105263157895","35.54054054054054"
"4680","false","3","0.4","2","500","40","1","0.3","1","1","6","500","2.25","16.846","46","223.0057803468208","34.92","11.08","188.67052023121389","34.335260115606935","7.88","31.341040462427745"
"4679","false","3","0.4","2","500","40","1","0.3","1","1","6","500","1.42","18.206","48.333333333333336","219.5375","38.733333333333334","9.6","176.61875","42.91875","7.466666666666667","35.1875"
"4681","false","3","0.4","2","500","40","3","0.3","1","0","2","500","4.48","24.822","104.95833333333333","267.6220930232558","77.91666666666667","27.041666666666668","140.13372093023256","127.48837209302326","20.333333333333332","90.97093023255815"
"4692","false","3","0.4","2","500","40","3","0.3","1","0","4","500","1.698","32.174","43.45","252.4080717488789","31.8","11.65","179.86995515695068","72.53811659192826","7.45","58.61434977578475"
"4682","false","3","0.4","2","500","40","3","0.3","1","0","2","500","4.598","26.174","93.92307692307692","255.2012578616352","65.73076923076923","28.192307692307693","139.55974842767296","115.64150943396227","22.615384615384617","86.15094339622641"
"4688","false","3","0.4","2","500","40","3","0.3","1","0","2","500","3","26.052","63.5","254.72108843537416","41.75","21.75","134.43537414965985","120.28571428571429","15.291666666666666","86.92517006802721"
"4694","false","3","0.4","2","500","40","3","0.3","1","0","4","500","2.378","32.206","60.45","246.7224880382775","41.95","18.5","175.73205741626793","70.99043062200957","11.55","55.8755980861244"
"4687","false","3","0.4","2","500","40","3","0.3","1","0","2","500","3.848","26.46","75.94736842105263","250.98757763975155","48.10526315789474","27.842105263157894","133.74534161490683","117.24223602484471","18.57894736842105","86.96894409937889"
"4693","false","3","0.4","2","500","40","3","0.3","1","0","4","500","2.692","32.016","64.18181818181819","244.24878048780488","44.72727272727273","19.454545454545453","173.78536585365853","70.46341463414635","13.227272727272727","55.17560975609756"
"4691","false","3","0.4","2","500","40","3","0.3","1","0","4","500","2.526","31.64","56.608695652173914","245.02643171806167","39.78260869565217","16.82608695652174","177.4625550660793","67.56387665198238","11.391304347826088","57.37444933920705"
"4695","false","3","0.4","2","500","40","3","0.3","1","0","4","500","2.602","31.586","70.47368421052632","246.3542600896861","50.578947368421055","19.894736842105264","174.77130044843048","71.5829596412556","13.526315789473685","55.856502242152466"
"4683","false","3","0.4","2","500","40","3","0.3","1","0","2","500","3.87","25.616","93.14285714285714","263.86805555555554","65.42857142857143","27.714285714285715","143.86111111111111","120.00694444444444","19.523809523809526","88.0625"
"4696","false","3","0.4","2","500","40","3","0.3","1","0","4","500","1.336","32.358","39.27777777777778","231.16666666666666","28.77777777777778","10.5","162.74561403508773","68.42105263157895","6.888888888888889","55.37719298245614"
"4686","false","3","0.4","2","500","40","3","0.3","1","0","2","500","3.962","26.004","110","247.37106918238993","74.89473684210526","35.10526315789474","133.125786163522","114.24528301886792","23.526315789473685","82.27044025157232"
"4685","false","3","0.4","2","500","40","3","0.3","1","0","2","500","3.454","26.496","96.94444444444444","258.45859872611464","68","28.944444444444443","135.71974522292993","122.73885350318471","22.61111111111111","89.47133757961784"
"4684","false","3","0.4","2","500","40","3","0.3","1","0","2","500","2.972","27.186","79.21052631578948","249.9367816091954","52.63157894736842","26.57894736842105","135.41954022988506","114.51724137931035","18.105263157894736","83.82758620689656"
"4689","false","3","0.4","2","500","40","3","0.3","1","0","2","500","4.904","25.484","90.21428571428571","280.02649006622516","60.785714285714285","29.428571428571427","149.66887417218544","130.35761589403972","22","90.94701986754967"
"4699","false","3","0.4","2","500","40","3","0.3","1","0","4","500","2.516","31.47","54","234.58264462809916","37.208333333333336","16.791666666666668","169.19421487603304","65.38842975206612","12.458333333333334","52.59504132231405"
"4698","false","3","0.4","2","500","40","3","0.3","1","0","4","500","2.184","32.112","56.3","245.25675675675674","40.6","15.7","179.2117117117117","66.04504504504504","10.8","55.108108108108105"
"4690","false","3","0.4","2","500","40","3","0.3","1","0","2","500","2.998","26.832","72.38095238095238","252.7828947368421","46.19047619047619","26.19047619047619","134.47368421052633","118.3092105263158","16.857142857142858","86.14473684210526"
"4697","false","3","0.4","2","500","40","3","0.3","1","0","4","500","3.368","31.108","63.214285714285715","247.24553571428572","47.82142857142857","15.392857142857142","182.38392857142858","64.86160714285714","11.5","53.767857142857146"
"4700","false","3","0.4","2","500","40","3","0.3","1","0","4","500","1.47","32.022","50","238.6304347826087","32.13333333333333","17.866666666666667","169.69565217391303","68.93478260869566","10.666666666666666","53.495652173913044"
"4701","false","3","0.4","2","500","40","3","0.3","1","0","6","500","2.184","30.958","48.47826086956522","235.61650485436894","34.91304347826087","13.565217391304348","187.373786407767","48.24271844660194","8.043478260869565","42.262135922330096"
"4702","false","3","0.4","2","500","40","3","0.3","1","0","6","500","2.164","31.388","55.1","229.3963963963964","40.15","14.95","177.0045045045045","52.391891891891895","9.85","39.049549549549546"
"4704","false","3","0.4","2","500","40","3","0.3","1","0","6","500","2.702","30.654","55.03846153846154","245.29787234042553","41.53846153846154","13.5","189.32978723404256","55.96808510638298","10.076923076923077","42.755319148936174"
"4703","false","3","0.4","2","500","40","3","0.3","1","0","6","500","2.142","31.112","46.958333333333336","234.6086956521739","36.291666666666664","10.666666666666666","179.5108695652174","55.09782608695652","7.291666666666667","42.73913043478261"
"4705","false","3","0.4","2","500","40","3","0.3","1","0","6","500","2.084","30.846","42.148148148148145","233.2128712871287","33.888888888888886","8.25925925925926","180.7029702970297","52.50990099009901","6.555555555555555","42.06435643564357"
"4706","false","3","0.4","2","500","40","3","0.3","1","0","6","500","2.32","31.454","59.7","243.2803738317757","45.7","14","194.38317757009347","48.89719626168224","9.85","38.649532710280376"
"4707","false","3","0.4","2","500","40","3","0.3","1","0","6","500","3.136","31.094","54.67741935483871","245","40.32258064516129","14.35483870967742","190.74371859296483","54.256281407035175","9.258064516129032","41.165829145728644"
"4708","false","3","0.4","2","500","40","3","0.3","1","0","6","500","1.748","30.862","49.55555555555556","230.56338028169014","35.44444444444444","14.11111111111111","182.31924882629107","48.244131455399064","9.38888888888889","39.751173708920184"
"4709","false","3","0.4","2","500","40","3","0.3","1","0","6","500","2.332","30.934","52.391304347826086","229.51243781094527","39.47826086956522","12.91304347826087","174.89054726368158","54.62189054726368","8.434782608695652","42.09950248756219"
"4710","false","3","0.4","2","500","40","3","0.3","1","0","6","500","3.122","30.958","58.285714285714285","237.55276381909547","46.964285714285715","11.321428571428571","184.56281407035175","52.98994974874372","8.714285714285714","41.336683417085425"
"4711","false","3","0.4","2","500","40","3","0.3","1","0.2","2","500","3.968","25.59","88.52","251.71140939597316","60.28","28.24","139.6711409395973","112.04026845637584","20.72","87.69798657718121"
"4722","false","3","0.4","2","500","40","3","0.3","1","0.2","4","500","1.816","32.34","45.38095238095238","254.25628140703517","31.857142857142858","13.523809523809524","188.31155778894473","65.94472361809045","8.904761904761905","56.221105527638194"
"4721","false","3","0.4","2","500","40","3","0.3","1","0.2","4","500","2.252","31.836","58.15","243.84615384615384","43.05","15.1","171.66153846153847","72.18461538461538","11.1","60.05641025641026"
"4713","false","3","0.4","2","500","40","3","0.3","1","0.2","2","500","2.65","27.508","70.73684210526316","266.38922155688624","45.10526315789474","25.63157894736842","145.99401197604791","120.39520958083833","15.894736842105264","91.88622754491018"
"4723","false","3","0.4","2","500","40","3","0.3","1","0.2","4","500","2.04","32.628","61","252.72164948453607","43.8235294117647","17.176470588235293","180.77835051546393","71.94329896907216","12","56.381443298969074"
"4714","false","3","0.4","2","500","40","3","0.3","1","0.2","2","500","3.238","26.572","86.21052631578948","242.1689189189189","58.8421052631579","27.36842105263158","131.22297297297297","110.94594594594595","19.68421052631579","84.52027027027027"
"4715","false","3","0.4","2","500","40","3","0.3","1","0.2","2","500","4.584","26.04","89.15384615384616","281.86046511627904","57.34615384615385","31.807692307692307","148.19379844961242","133.66666666666666","20","97.95348837209302"
"4712","false","3","0.4","2","500","40","3","0.3","1","0.2","2","500","5.454","25.976","95.03448275862068","285.27152317880797","62.827586206896555","32.206896551724135","157.59602649006624","127.67549668874172","20.517241379310345","99.33774834437087"
"4716","false","3","0.4","2","500","40","3","0.3","1","0.2","2","500","2.16","27.218","57.8421052631579","247.5521472392638","36.8421052631579","21","137.16564417177915","110.38650306748467","13.631578947368421","85.44171779141104"
"4718","false","3","0.4","2","500","40","3","0.3","1","0.2","2","500","3.202","25.92","70.6086956521739","251.03030303030303","46.26086956521739","24.347826086956523","141.4969696969697","109.53333333333333","17.347826086956523","86.28484848484848"
"4717","false","3","0.4","2","500","40","3","0.3","1","0.2","2","500","3.428","26.144","78.9090909090909","255.32","51.68181818181818","27.227272727272727","138.87333333333333","116.44666666666667","17.954545454545453","86.59333333333333"
"4720","false","3","0.4","2","500","40","3","0.3","1","0.2","2","500","2.344","26.974","66.11111111111111","253.12269938650306","43.111111111111114","23","135.01840490797545","118.1042944785276","15.5","81.6319018404908"
"4719","false","3","0.4","2","500","40","3","0.3","1","0.2","2","500","2.804","26.894","67.76190476190476","271.0348837209302","40.95238095238095","26.80952380952381","142.4825581395349","128.55232558139534","15.857142857142858","92.34883720930233"
"4724","false","3","0.4","2","500","40","3","0.3","1","0.2","4","500","1.792","32.158","40","256.27536231884056","29.08695652173913","10.91304347826087","189.1304347826087","67.14492753623189","8.826086956521738","57.18840579710145"
"4725","false","3","0.4","2","500","40","3","0.3","1","0.2","4","500","2.852","31.778","58.04","263.0327868852459","42.4","15.64","192.91256830601094","70.12021857923497","11.08","60.19125683060109"
"4726","false","3","0.4","2","500","40","3","0.3","1","0.2","4","500","2.03","32.312","48.17391304347826","254.2559241706161","31.782608695652176","16.391304347826086","184.8436018957346","69.41232227488152","10.130434782608695","56.981042654028435"
"4727","false","3","0.4","2","500","40","3","0.3","1","0.2","4","500","2.056","32.224","55.10526315789474","249.36170212765958","40.473684210526315","14.631578947368421","183.35638297872342","66.00531914893617","11.68421052631579","50.462765957446805"
"4728","false","3","0.4","2","500","40","3","0.3","1","0.2","4","500","1.442","32.536","36.476190476190474","253.98536585365855","24.761904761904763","11.714285714285714","184.53170731707317","69.45365853658537","7.857142857142857","57.541463414634144"
"4731","false","3","0.4","2","500","40","3","0.3","1","0.2","6","500","1.748","31.06","42.61904761904762","231.38378378378377","31.333333333333332","11.285714285714286","183.76216216216216","47.62162162162162","8.428571428571429","39.50810810810811"
"4729","false","3","0.4","2","500","40","3","0.3","1","0.2","4","500","1.736","32.156","42.476190476190474","253.98969072164948","29.952380952380953","12.523809523809524","185.28865979381445","68.70103092783505","8.714285714285714","57.922680412371136"
"4732","false","3","0.4","2","500","40","3","0.3","1","0.2","6","500","2.74","30.814","56.88461538461539","244.37820512820514","41.53846153846154","15.346153846153847","192.98076923076923","51.3974358974359","9.384615384615385","39.61538461538461"
"4730","false","3","0.4","2","500","40","3","0.3","1","0.2","4","500","1.512","32.288","55","247.69117647058823","38.714285714285715","16.285714285714285","183.04901960784315","64.6421568627451","12.5","53.6421568627451"
"4733","false","3","0.4","2","500","40","3","0.3","1","0.2","6","500","1.636","31.68","44.05263157894737","252.19897959183675","32.421052631578945","11.631578947368421","202.05612244897958","50.142857142857146","7.105263157894737","41.36224489795919"
"4734","false","3","0.4","2","500","40","3","0.3","1","0.2","6","500","2.208","31.202","48.416666666666664","234.86243386243387","34.25","14.166666666666666","185.54497354497354","49.317460317460316","8.625","38.264550264550266"
"4737","false","3","0.4","2","500","40","3","0.3","1","0.2","6","500","1.878","31.302","43.68181818181818","246.43523316062175","31.227272727272727","12.454545454545455","199.80310880829015","46.63212435233161","8.909090909090908","40.36787564766839"
"4735","false","3","0.4","2","500","40","3","0.3","1","0.2","6","500","1.728","31.804","49","244.3903743315508","34.333333333333336","14.666666666666666","191.71122994652407","52.67914438502674","9.11111111111111","42.64171122994652"
"4736","false","3","0.4","2","500","40","3","0.3","1","0.2","6","500","1.742","31.452","49.388888888888886","242.14427860696517","36.55555555555556","12.833333333333334","193.4179104477612","48.72636815920398","8.777777777777779","41.06467661691542"
"4738","false","3","0.4","2","500","40","3","0.3","1","0.2","6","500","1.39","31.89","44.4375","243.50574712643677","34.25","10.1875","188.97701149425288","54.52873563218391","7.125","44.42528735632184"
"4740","false","3","0.4","2","500","40","3","0.3","1","0.2","6","500","1.294","31.254","41.4375","239","32.6875","8.75","189.26900584795322","49.73099415204678","7.3125","42.50292397660819"
"4739","false","3","0.4","2","500","40","3","0.3","1","0.2","6","500","1.86","31.44","50.526315789473685","248.96174863387978","38.89473684210526","11.631578947368421","197.59562841530055","51.36612021857923","8","39.75409836065574"
"4743","false","3","0.4","2","500","40","3","0.3","1","0.4","2","500","3.958","26.216","84.24","261.25342465753425","53.96","30.28","142.04109589041096","119.21232876712328","21.72","89.8972602739726"
"4741","false","3","0.4","2","500","40","3","0.3","1","0.4","2","500","4.816","26.49","101.64","271.13605442176873","71.92","29.72","148.53061224489795","122.60544217687075","23.72","89.63945578231292"
"4746","false","3","0.4","2","500","40","3","0.3","1","0.4","2","500","1.564","27.608","56.857142857142854","260.39285714285717","35.357142857142854","21.5","137.86904761904762","122.52380952380952","14","91"
"4744","false","3","0.4","2","500","40","3","0.3","1","0.4","2","500","3.33","26.334","76.68181818181819","265.6887417218543","46.45454545454545","30.227272727272727","140.94039735099338","124.74834437086092","20","89.06622516556291"
"4742","false","3","0.4","2","500","40","3","0.3","1","0.4","2","500","2.606","27.138","73.38888888888889","254.36686390532543","45.166666666666664","28.22222222222222","138.7869822485207","115.57988165680473","18.38888888888889","87.04733727810651"
"4745","false","3","0.4","2","500","40","3","0.3","1","0.4","2","500","3.614","26.426","101.25","257.76774193548385","68.35","32.9","141.19354838709677","116.5741935483871","22.9","86.52903225806452"
"4747","false","3","0.4","2","500","40","3","0.3","1","0.4","2","500","2.992","26.776","69.04545454545455","257.04430379746833","43.5","25.545454545454547","139.28481012658227","117.75949367088607","18.045454545454547","90.19620253164557"
"4748","false","3","0.4","2","500","40","3","0.3","1","0.4","2","500","4.164","24.926","91.52173913043478","256.3378378378378","62.56521739130435","28.956521739130434","138.9391891891892","117.39864864864865","21","90.45945945945945"
"4749","false","3","0.4","2","500","40","3","0.3","1","0.4","2","500","3.132","27.504","87.84210526315789","250.00617283950618","57.26315789473684","30.57894736842105","131.7469135802469","118.25925925925925","21.736842105263158","88.0679012345679"
"4751","false","3","0.4","2","500","40","3","0.3","1","0.4","4","500","1.264","32.93","46.142857142857146","227.89473684210526","32","14.142857142857142","161.70813397129186","66.1866028708134","9.571428571428571","49.52153110047847"
"4752","false","3","0.4","2","500","40","3","0.3","1","0.4","4","500","1.784","32.994","48.8421052631579","239.47963800904978","32.94736842105263","15.894736842105264","170.90950226244343","68.57013574660634","9.105263157894736","52.366515837104075"
"4750","false","3","0.4","2","500","40","3","0.3","1","0.4","2","500","4.2","26.184","81.14814814814815","254.05","53.81481481481482","27.333333333333332","139.4125","114.6375","17.037037037037038","88.625"
"4754","false","3","0.4","2","500","40","3","0.3","1","0.4","4","500","4.248","32.028","69.90625","242.94","51.15625","18.75","178.03","64.91","13.125","53.905"
"4753","false","3","0.4","2","500","40","3","0.3","1","0.4","4","500","2.84","32.634","68.61904761904762","233.44554455445544","49.76190476190476","18.857142857142858","167.47524752475246","65.97029702970298","13.714285714285714","55.648514851485146"
"4755","false","3","0.4","2","500","40","3","0.3","1","0.4","4","500","2.074","32.036","50.38095238095238","247.63106796116506","35.904761904761905","14.476190476190476","176.74757281553397","70.88349514563107","9.857142857142858","56.859223300970875"
"4757","false","3","0.4","2","500","40","3","0.3","1","0.4","4","500","1.426","31.586","48.3125","242.87081339712918","33.625","14.6875","171.5311004784689","71.33971291866028","9.0625","51.90909090909091"
"4756","false","3","0.4","2","500","40","3","0.3","1","0.4","4","500","2.98","31.486","61.68","244.76328502415458","44.88","16.8","181.2415458937198","63.52173913043478","11.76","53.92270531400966"
"4758","false","3","0.4","2","500","40","3","0.3","1","0.4","4","500","1.156","32.898","42.357142857142854","229.6777251184834","27.642857142857142","14.714285714285714","165.34597156398104","64.33175355450237","8.642857142857142","47.73933649289099"
"4762","false","3","0.4","2","500","40","3","0.3","1","0.4","6","500","1.328","31.538","42.5","227.3095238095238","29.375","13.125","178.06190476190477","49.24761904761905","6.625","37.333333333333336"
"4761","false","3","0.4","2","500","40","3","0.3","1","0.4","6","500","2.144","31.154","52.04761904761905","252.09230769230768","37.61904761904762","14.428571428571429","197.5794871794872","54.51282051282051","9.952380952380953","45.04615384615385"
"4764","false","3","0.4","2","500","40","3","0.3","1","0.4","6","500","1.9","31.396","51.68421052631579","234.06965174129354","38.21052631578947","13.473684210526315","181.273631840796","52.79601990049751","9","41.59701492537314"
"4763","false","3","0.4","2","500","40","3","0.3","1","0.4","6","500","1.956","31.906","50.15","229.4703196347032","36.1","14.05","177.06392694063928","52.406392694063925","10.05","36.95890410958904"
"4759","false","3","0.4","2","500","40","3","0.3","1","0.4","4","500","1.796","32.434","48.26315789473684","244.18396226415095","32.68421052631579","15.578947368421053","179.08962264150944","65.09433962264151","11.526315789473685","56.97641509433962"
"4760","false","3","0.4","2","500","40","3","0.3","1","0.4","4","500","3.242","32.642","63.34615384615385","263.9396984924623","47.65384615384615","15.692307692307692","191.58291457286433","72.35678391959799","12.461538461538462","56.22613065326633"
"4767","false","3","0.4","2","500","40","3","0.3","1","0.4","6","500","1.596","31.312","50.875","221.14285714285714","37.9375","12.9375","175.02380952380952","46.11904761904762","7.75","40.767857142857146"
"4765","false","3","0.4","2","500","40","3","0.3","1","0.4","6","500","2.094","31.09","53.35","232.19607843137254","41.15","12.2","183.4950980392157","48.700980392156865","10.15","40.89705882352941"
"4768","false","3","0.4","2","500","40","3","0.3","1","0.4","6","500","2.082","31.37","53.05","235.46969696969697","42.1","10.95","187.84848484848484","47.621212121212125","8.25","37.46969696969697"
"4766","false","3","0.4","2","500","40","3","0.3","1","0.4","6","500","1.674","31.596","47.5","224.92380952380952","36.666666666666664","10.833333333333334","180.2095238095238","44.714285714285715","7.333333333333333","37.13809523809524"
"4769","false","3","0.4","2","500","40","3","0.3","1","0.4","6","500","2.398","31.046","55.5","239.51351351351352","43","12.5","184.56216216216217","54.95135135135135","8.5","44.66486486486487"
"4770","false","3","0.4","2","500","40","3","0.3","1","0.4","6","500","1.566","31.75","48.588235294117645","224.585","36.64705882352941","11.941176470588236","175.845","48.74","7.411764705882353","37.815"
"4771","false","3","0.4","2","500","40","3","0.3","1","0.6","2","500","3.096","24.326","78.4","229.25","49.95","28.45","121.82432432432432","107.42567567567568","18.75","76.52702702702703"
"4772","false","3","0.4","2","500","40","3","0.3","1","0.6","2","500","3.15","23.158","93.6470588235294","240.9206349206349","63.1764705882353","30.470588235294116","128.14285714285714","112.77777777777777","20.823529411764707","81.03968253968254"
